"c2g__Transaction__r.Id","c2g__Transaction__r.c2g__TransactionDate__c","c2g__Transaction__r.CreatedBy.Name","c2g__Transaction__r.c2g__DocumentDescription__c","c2g__Transaction__r.c2g__DocumentNumber__c","c2g__Transaction__r.c2g__Account__c","c2g__Transaction__r.c2g__Account__r.Type","c2g__Transaction__r.c2g__Period__r.c2g__PeriodNumber__c","Id","TLDebit__c","TLCredit__c","c2g__GeneralLedgerAccount__c","CreatedDate","c2g__LineDescription__c","c2g__GeneralLedgerAccount__r.c2g__ReportingCode__c"
"a3i24000000URiXAAW","2017-05-25","Tatiana Abreu","AP-016794; VINV-01576","PIN001869","0012400000w0fPQAAY","Channel Partner / Vendor","005","a3h24000000LTX6AAO","12983.23","0.0","a2l24000000U9y3AAC","2017-05-30T11:20:01.000Z","","311"
"a3i24000000URiXAAW","2017-05-25","Tatiana Abreu","AP-016794; VINV-01576","PIN001869","0012400000w0fPQAAY","Channel Partner / Vendor","005","a3h24000000LTX7AAO","2986.14","0.0","a2l24000000U9wOAAS","2017-05-30T11:20:01.000Z","CCONT23","2432113"
"a3i24000000URjGAAW","2017-05-10","Tatiana Abreu","AP-015900; VINV-01590","PIN001870","0012400000YCyhHAAT","Channel Partner / Vendor","005","a3h24000000LTYHAA4","0.0","1105.77","a2l24000000U9vrAAC","2017-05-30T11:36:45.000Z","AP-015900; VINV-01590","22114"
"a3i24000000URjGAAW","2017-05-10","Tatiana Abreu","AP-015900; VINV-01590","PIN001870","0012400000YCyhHAAT","Channel Partner / Vendor","005","a3h24000000LTYIAA4","899.0","0.0","a2l24000000U9y3AAC","2017-05-30T11:36:45.000Z","","311"
"a3i24000000URjGAAW","2017-05-10","Tatiana Abreu","AP-015900; VINV-01590","PIN001870","0012400000YCyhHAAT","Channel Partner / Vendor","005","a3h24000000LTYJAA4","206.77","0.0","a2l24000000U9wOAAS","2017-05-30T11:36:45.000Z","CCONT23","2432113"
"a3i24000000URktAAG","2017-05-23","Tatiana Abreu","AP-016855; VINV-01557","PIN001871","0012400000XbiLsAAJ","Channel Partner / Vendor","005","a3h24000000LTZkAAO","0.0","2902.8","a2l24000000U9vrAAC","2017-05-30T13:26:55.000Z","AP-016855; VINV-01557","22114"
"a3i24000000URktAAG","2017-05-23","Tatiana Abreu","AP-016855; VINV-01557","PIN001871","0012400000XbiLsAAJ","Channel Partner / Vendor","005","a3h24000000LTZlAAO","2360.0","0.0","a2l24000000U9y3AAC","2017-05-30T13:26:55.000Z","","311"
"a3i24000000URktAAG","2017-05-23","Tatiana Abreu","AP-016855; VINV-01557","PIN001871","0012400000XbiLsAAJ","Channel Partner / Vendor","005","a3h24000000LTZmAAO","542.8","0.0","a2l24000000U9wOAAS","2017-05-30T13:26:55.000Z","CCONT23","2432113"
"a3i24000000URlXAAW","2017-05-29","Tatiana Abreu","AP-016563; VINV-01603","PIN001872","0012400000WmBYWAA3","Channel Partner / Vendor","005","a3h24000000LTaVAAW","0.0","2980.71","a2l24000000U9vrAAC","2017-05-30T13:46:12.000Z","AP-016563; VINV-01603","22114"
"a3i24000000URlXAAW","2017-05-29","Tatiana Abreu","AP-016563; VINV-01603","PIN001872","0012400000WmBYWAA3","Channel Partner / Vendor","005","a3h24000000LTaWAAW","2423.34","0.0","a2l24000000U9y3AAC","2017-05-30T13:46:12.000Z","","311"
