"c2g__Transaction__r.Id","c2g__Transaction__r.c2g__TransactionDate__c","c2g__Transaction__r.CreatedBy.Name","c2g__Transaction__r.c2g__DocumentDescription__c","c2g__Transaction__r.c2g__DocumentNumber__c","c2g__Transaction__r.c2g__Account__c","c2g__Transaction__r.c2g__Account__r.Type","c2g__Transaction__r.c2g__Period__r.c2g__PeriodNumber__c","Id","TLDebit__c","TLCredit__c","c2g__GeneralLedgerAccount__c","CreatedDate","c2g__LineDescription__c","c2g__GeneralLedgerAccount__r.c2g__ReportingCode__c"
"a3i1o000000MV4SAAW","2017-12-29","Tatiana Abreu","Invoice Number:PIN004056","PCR000097","0012400000cf8SKAAY","Channel Partner / Vendor","012","a3h1o000000EsSyAAK","0.0","2531.9","a2l24000000U9y3AAC","2017-12-29T12:41:12.000Z","","311"
"a3i1o000000MV4SAAW","2017-12-29","Tatiana Abreu","Invoice Number:PIN004056","PCR000097","0012400000cf8SKAAY","Channel Partner / Vendor","012","a3h1o000000EsSzAAK","0.0","582.34","a2l24000000U9wOAAS","2017-12-29T12:41:12.000Z","CCONT23","2432113"
"a3i1o000000MV4cAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004057","PCR000098","0012400000cf8SKAAY","Channel Partner / Vendor","012","a3h1o000000EsT7AAK","5810.69","0.0","a2l24000000U9vrAAC","2017-12-29T12:50:02.000Z","Invoice Number:PIN004057","22114"
"a3i1o000000MV4cAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004057","PCR000098","0012400000cf8SKAAY","Channel Partner / Vendor","012","a3h1o000000EsT8AAK","0.0","4724.14","a2l24000000U9y3AAC","2017-12-29T12:50:02.000Z","","311"
"a3i1o000000MV4cAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004057","PCR000098","0012400000cf8SKAAY","Channel Partner / Vendor","012","a3h1o000000EsT9AAK","0.0","1086.55","a2l24000000U9wOAAS","2017-12-29T12:50:02.000Z","CCONT23","2432113"
"a3i1o000000MV4mAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004058","PCR000099","0012400000zb8ISAAY","Channel Partner / Vendor","012","a3h1o000000EsTHAA0","3075.0","0.0","a2l24000000U9vrAAC","2017-12-29T12:55:44.000Z","Invoice Number:PIN004058","22114"
"a3i1o000000MV4mAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004058","PCR000099","0012400000zb8ISAAY","Channel Partner / Vendor","012","a3h1o000000EsTIAA0","0.0","2500.0","a2l24000000U9y3AAC","2017-12-29T12:55:44.000Z","","311"
"a3i1o000000MV4mAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004058","PCR000099","0012400000zb8ISAAY","Channel Partner / Vendor","012","a3h1o000000EsTJAA0","0.0","575.0","a2l24000000U9wOAAS","2017-12-29T12:55:44.000Z","CCONT23","2432113"
"a3i1o000000MV4wAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004059","PCR000100","0012400000ssnkhAAA","Channel Partner / Vendor","012","a3h1o000000EsTRAA0","784.74","0.0","a2l24000000U9vrAAC","2017-12-29T13:13:13.000Z","Invoice Number:PIN004059","22114"
"a3i1o000000MV4wAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004059","PCR000100","0012400000ssnkhAAA","Channel Partner / Vendor","012","a3h1o000000EsTSAA0","0.0","638.0","a2l24000000U9y3AAC","2017-12-29T13:13:13.000Z","","311"
"a3i1o000000MV4wAAG","2017-12-29","Tatiana Abreu","Invoice Number:PIN004059","PCR000100","0012400000ssnkhAAA","Channel Partner / Vendor","012","a3h1o000000EsTTAA0","0.0","146.74","a2l24000000U9wOAAS","2017-12-29T13:13:13.000Z","CCONT23","2432113"
